Data Set,family_forming_threshold,family_merging_threshold,maximum_family_size,source_of_siblings,source_of_families,family_distance_method,Number of sibling pairs (wrt linkage),Number of sibling pairs (wrt ground truth),True  Positives,False Positives,False Negatives,Precision,Recall,F1 Measure
kilmarnock,8,10,30,Birth,Marriage,Furthest,104655,68271,29811,74844,38460,0.2849,0.4367,0.3448
kilmarnock,8,10,30,Birth,Marriage,Mean,113909,68271,30329,83580,37942,0.2663,0.4442,0.333
kilmarnock,10,2,8,Birth,Birth,Closest,42378,68271,42034,344,26237,0.9919,0.6157,0.7598
kilmarnock,10,2,8,Birth,Birth,Furthest,42378,68271,42034,344,26237,0.9919,0.6157,0.7598
kilmarnock,10,2,8,Birth,Birth,Mean,42378,68271,42034,344,26237,0.9919,0.6157,0.7598
kilmarnock,10,2,8,Birth,Death,Closest,40743,68271,40238,505,28033,0.9876,0.5894,0.7382
kilmarnock,10,2,8,Birth,Death,Furthest,40660,68271,40155,505,28116,0.9876,0.5882,0.7373
kilmarnock,10,2,8,Birth,Death,Mean,40741,68271,40236,505,28035,0.9876,0.5894,0.7382
kilmarnock,10,2,8,Birth,Marriage,Closest,35329,68271,35087,242,33184,0.9932,0.5139,0.6774
kilmarnock,10,2,8,Birth,Marriage,Furthest,35314,68271,35072,242,33199,0.9931,0.5137,0.6772
kilmarnock,10,2,8,Birth,Marriage,Mean,35327,68271,35085,242,33186,0.9931,0.5139,0.6773
kilmarnock,10,2,20,Birth,Birth,Closest,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,10,2,20,Birth,Birth,Furthest,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,10,2,20,Birth,Birth,Mean,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,10,2,20,Birth,Death,Closest,49023,68271,48400,623,19871,0.9873,0.7089,0.8253
kilmarnock,10,2,20,Birth,Death,Furthest,48953,68271,48330,623,19941,0.9873,0.7079,0.8246
kilmarnock,10,2,20,Birth,Death,Mean,49023,68271,48400,623,19871,0.9873,0.7089,0.8253
kilmarnock,10,2,20,Birth,Marriage,Closest,41509,68271,41168,341,27103,0.9918,0.603,0.75
kilmarnock,10,2,20,Birth,Marriage,Furthest,41503,68271,41162,341,27109,0.9918,0.6029,0.7499
kilmarnock,10,2,20,Birth,Marriage,Mean,41509,68271,41168,341,27103,0.9918,0.603,0.75
kilmarnock,10,2,30,Birth,Birth,Closest,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,10,2,30,Birth,Birth,Furthest,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,10,2,30,Birth,Birth,Mean,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,10,2,30,Birth,Death,Closest,49023,68271,48400,623,19871,0.9873,0.7089,0.8253
kilmarnock,10,2,30,Birth,Death,Furthest,48953,68271,48330,623,19941,0.9873,0.7079,0.8246
kilmarnock,10,2,30,Birth,Death,Mean,49023,68271,48400,623,19871,0.9873,0.7089,0.8253
kilmarnock,10,2,30,Birth,Marriage,Closest,41509,68271,41168,341,27103,0.9918,0.603,0.75
kilmarnock,10,2,30,Birth,Marriage,Furthest,41503,68271,41162,341,27109,0.9918,0.6029,0.7499
kilmarnock,10,2,30,Birth,Marriage,Mean,41509,68271,41168,341,27103,0.9918,0.603,0.75
kilmarnock,10,5,8,Birth,Birth,Closest,44574,68271,43173,1401,25098,0.9686,0.6324,0.7652
kilmarnock,10,5,8,Birth,Birth,Furthest,44556,68271,43173,1383,25098,0.969,0.6324,0.7653
kilmarnock,10,5,8,Birth,Birth,Mean,44582,68271,43173,1409,25098,0.9684,0.6324,0.7651
kilmarnock,10,5,8,Birth,Death,Closest,47000,68271,42711,4289,25560,0.9087,0.6256,0.7411
kilmarnock,10,5,8,Birth,Death,Furthest,46767,68271,42699,4068,25572,0.913,0.6254,0.7423
kilmarnock,10,5,8,Birth,Death,Mean,47107,68271,42722,4385,25549,0.9069,0.6258,0.7406
kilmarnock,10,5,8,Birth,Marriage,Closest,39505,68271,36895,2610,31376,0.9339,0.5404,0.6847
